id	COG	KEGG_KOs	ann_egg
GL50803_14038	H		Halo-acid dehalogenase-like hydrolase
GL50803_23325	C	K00176	Ferredoxin
GL50803_17604	E	K09257	Ankyrin Repeat
GL50803_6304	Y		Component of the cytosolic Fe S protein assembly machinery. Required for maturation of extramitochondrial Fe S proteins. May play a role in the transfer of pre-assembled Fe S clusters to target apoproteins (By similarity)
GL50803_14164	T	K08857,K14242	Neurofibromin 1
GL50803_23314	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_15428	U	K19677	intraflagellar transport 81 homolog (Chlamydomonas)
GL50803_11540	J	K08139	transporter
GL50803_15429	Q	K01920	glutathione synthetase
GL50803_16802	T, U	K02090,K04563	Cell division protein kinase 2
GL50803_16803	P	K16302	Inherit from COG: Transfers the fatty acyl group on membrane lipoproteins (By similarity)
GL50803_11554	S	K08857	forebrain astrocyte differentiation
GL50803_11560	S		AHNAK nucleoprotein
GL50803_137742	T	K08843,K16288	protein kinase kinase kinase
GL50803_115444	M		Ankyrin Repeat Protein
GL50803_114470	S		regulation of RNA biosynthetic process
GL50803_115445	M		Ankyrin Repeat Protein
GL50803_137743	T	K08843,K16288	protein kinase kinase kinase
GL50803_137744	S		EGF_like
GL50803_16945	Z	K10393	Kinesin family member
GL50803_10341	A	K14775	Ribosomal L1 domain containing 1
GL50803_10335	J	K03439,K17887	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA (By similarity)
GL50803_16943	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_10330	S		WNT inhibitory factor 1
GL50803_96994	U	K02201,K04560,K08486,K08487,K13502	SYNtaxin
GL50803_10324	G	K01783	ribulose-phosphate 3-epimerase
GL50803_10313	T	K04371,K14512	Mitogen-activated protein kinase
GL50803_10311	E	K00611	ornithine carbamoyltransferase
GL50803_137745	D	K06669	Structural maintenance of chromosomes
GL50803_24880	S	K02599	Notch ligand involved in the mediation of Notch signaling (By similarity)
GL50803_4838	J	K03680	Translation initiation factor
GL50803_16936	S	K02599	WNT inhibitory factor 1
GL50803_5787	S		IQ calmodulin-binding motif
GL50803_5786	J	K14568	Nucleolar essential protein
GL50803_27614	G	K01808	ribose 5-phosphate isomerase
GL50803_16934	S		TPR
GL50803_95717	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_17190	J	K03265	Eukaryotic peptide chain release factor subunit
GL50803_13346	L	K10872	RAD51 dmc1 protein
GL50803_3414	C	K07200	protein kinase, AMP-activated, gamma
GL50803_17189	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_17188	B, K	K08863,K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_17187	K	K03021	dna-directed RNA polymerase
GL50803_101450	T	K05661,K08857,K15502,K15503	NIMA-related kinase
GL50803_15521	O	K07762,K08647	whole genome shotgun sequence
GL50803_11897	T	K00889,K13712	phosphatidylinositol-4-phosphate 5-kinase
GL50803_15520	J	K02889	ribosomal protein
GL50803_11885	S	K19750	dynein, axonemal, assembly factor 1
GL50803_137747	S		von Willebrand factor D and EGF
GL50803_15514	T	K04411	serine threonine-protein kinase
GL50803_11877	S		AHNAK nucleoprotein
GL50803_15513	A	K14768	WD repeat domain 46
GL50803_14741	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_14742	T	K08863	NIMA-related kinase
GL50803_8610	S		WD repeat domain 65
GL50803_87928	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_40904	T	K08286,K08857	NimA-related protein kinase
GL50803_11044	S	K06685	MOB kinase activator
GL50803_11043	G	K01624	fructose-bisphosphate aldolase
GL50803_11040	T	K04466	mitogen-activated protein kinase kinase kinase
GL50803_87945	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_15329	S		Ankyrin Repeat
GL50803_16445	T		EGF
GL50803_13215	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_15089	O	K09562	Nucleotide exchange factor Fes1
GL50803_101501	J	K01875	seryl-tRNA synthetase
GL50803_15090	E		Serine dehydratase alpha chain
GL50803_16039	S		coiled-coil domain containing 40
GL50803_113801	S		VSP with INR
GL50803_113797	S		VSP with INR
GL50803_113793	K		Chromosome 2 open reading frame 18
GL50803_10019	P	K01530,K14802	ATPase, class
GL50803_16475	L	K15078	structure-specific endonuclease that resolves DNA secondary structures generated during DNA repair and recombination. Has endonuclease activity towards branched DNA substrates, introducing single-strand cuts in duplex DNA close to junctions with ss-DNA
GL50803_16477	S	K06252	WNT inhibitory factor 1
GL50803_14581	O	K04044	heat shock
GL50803_40224	G	K08178,K13783	major facilitator Superfamily
GL50803_14584	S		MJ0042 family finger-like protein
GL50803_7909	E		amino acid
GL50803_16478	S	K19851	Flo11 domain
GL50803_21592	F	K07023	HD domain-containing protein
GL50803_42357			
GL50803_7710	T		Ribosomal protein S6
GL50803_14519	E	K04487	cysteine desulfurase
GL50803_7715	U		High cysteine membrane protein Group 1
GL50803_7718	O	K09537,K11885,K13215	Nuclear receptor interacting protein
GL50803_14521	O	K03386,K13279,K20011	peroxiredoxin
GL50803_16596			
GL50803_16595			
GL50803_6542	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_95593	T	K08857	S_TKc
GL50803_102710	O	K11836	ubiquitin carboxyl-terminal hydrolase
GL50803_5489	E	K06653	Ankyrin Repeat
GL50803_5488	B	K15224	bromodomain adjacent to zinc finger domain
GL50803_16592	Q		ATP-binding cassette sub-family A ABC1 member
GL50803_21603	E	K14242	Ankyrin Repeat
GL50803_38394	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_14289	O		Redoxin domain protein
GL50803_95563	S	K01186	Hyphally regulated cell wall protein N-terminal
GL50803_95557	T		Ankyrin repeat and sterile alpha motif domain containing
GL50803_14324	U		High cysteine membrane protein Group 1
GL50803_102722	J	K14569	Ribosome biogenesis protein bms1
GL50803_95549	E	K09257,K18410	Ankyrin Repeat
GL50803_17308	A	K00987,K01104,K13917	Second step of mRNA capping. Transfer of the GMP moiety of GTP to the 5'-end of RNA via an enzyme-GMP covalent reaction intermediate (By similarity)
GL50803_5772	I	K00671	Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins (By similarity)
GL50803_95530	S	K11491	Inherit from KOG: Non-SMC condensin II complex, subunit D3
GL50803_7390	J	K05543,K11858	dihydrouridine synthase domain protein-like protein
GL50803_24842	T		calcium-dependent protein kinase
GL50803_17315	Q	K05663,K06147	(ABC) transporter
GL50803_113741			
GL50803_14104	S		family with sequence similarity 135, member
GL50803_6055	A	K02427,K14864	rna methyltransferase
GL50803_6054	S	K06173,K14838	MKI67 (FHA domain) interacting nucleolar phosphoprotein
GL50803_17316	G	K00858	nad kinase
GL50803_4369	S	K18065	Rhodanese-like domain
GL50803_4371	Z	K10395,K10401	Kinesin family
GL50803_24636	L	K10756	replication factor c
GL50803_17318	S	K08857,K13412	forebrain astrocyte differentiation
GL50803_14203	T		ankyrin repeat
GL50803_6436	F	K00760	Hypoxanthine phosphoribosyltransferase
GL50803_33985			
GL50803_6439	S	K13978	grancalcin, EF-hand calcium binding protein
GL50803_6441	T		serine threonine-protein phosphatase
GL50803_14206	E	K06653	Ankyrin Repeat
GL50803_7950	O	K03063	26S protease regulatory subunit
GL50803_7953	P	K01551	ATPase required for the post-translational delivery of tail-anchored (TA) proteins to the endoplasmic reticulum. Recognizes and selectively binds the transmembrane domain of TA proteins in the cytosol. This complex then targets to the endoplasmic reticulum by membrane-bound receptors, where the tail- anchored protein is released for insertion. This process is regulated by ATP binding and hydrolysis. ATP binding drives the homodimer towards the closed dimer state, facilitating recognition of newly synthesized TA membrane proteins. ATP hydrolysis is required for insertion. Subsequently, the homodimer reverts towards the open dimer state, lowering its affinity for the membrane-bound receptor, and returning it to the cytosol to initiate a new round of targeting (By similarity)
GL50803_113723	S		attractin
GL50803_137750			
GL50803_17320	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_28832	S		Pfam:LACT
GL50803_103713	O	K01829,K08056,K09580,K13996	Protein disulfide isomerase
GL50803_28831	J	K06173	Trna pseudouridine synthase
GL50803_9427	J	K02435,K15456	KTI12 homolog, chromatin associated (S. cerevisiae)
GL50803_38462	Z	K10413	heavy chain
GL50803_93358	C	K04072,K13954	alcohol dehydrogenase
GL50803_5435	T		receptor-like protein kinase
GL50803_16143	K	K10876,K11647,K11756	SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member
GL50803_114636	S		Pfam:LACT
GL50803_4507	F	K01937	ctp synthase
GL50803_16090	O	K02881,K11839,K11848	ubiquitin carboxyl-terminal hydrolase
GL50803_24734			
GL50803_7272	K	K12127,K14491	response regulator
GL50803_14408	S		Inherit from NOG: In the hair cortex, hair keratin intermediate filaments are embedded in an interfilamentous matrix, consisting of hair keratin-associated proteins (KRTAP), which are essential for the formation of a rigid and resistant hair shaft through their extensive disulfide bond cross-linking with abundant cysteine residues of hair keratins. The matrix proteins include the high- sulfur and high-glycine-tyrosine keratins
GL50803_7268	B, K		ankyrin repeat, family A (RFXANK-like), 2
GL50803_137752	S		regulation of RNA biosynthetic process
GL50803_10167	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_102515	K	K11699	rna polymerase
GL50803_86511	C		synthetase
GL50803_15134	Z		Kinesin family member
GL50803_33689	S	K01277	dipeptidylpeptidase
GL50803_23888	O		Redoxin
GL50803_114180	O	K07762,K08647	whole genome shotgun sequence
GL50803_14216	T		mitogen-activated protein kinase kinase kinase
GL50803_34050	L	K12874	Inherit from ascNOG: DEAD helicases superfamily protein (Aquarius)
GL50803_95192	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_28379	Q	K05668,K05674	ATP-binding cassette, sub-family C (CFTR MRP), member
GL50803_42196	S		Laminin alpha 1
GL50803_7982	G		udp-glucuronic acid decarboxylase
GL50803_14603	L	K03426	nudix (nucleoside diphosphate linked moiety X)-type motif
GL50803_14604	D	K03593	Component of the cytosolic iron-sulfur (Fe S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The NBP35-CFD1 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins
GL50803_7990	J	K03259	Eukaryotic initiation factor 4E
GL50803_114165	O	K01363	cathepsin
GL50803_136003	S		regulation of RNA biosynthetic process
GL50803_136004	S		regulation of RNA biosynthetic process
GL50803_119224	O	K01363	cathepsin
GL50803_12028	T		ankyrin repeat
GL50803_15555	A	K14809,K16833	ATP-binding RNA helicase involved in the biogenesis of 60S ribosomal subunits. Required for the normal formation of 18S rRNA through the processing of pre-rRNAs at sites A0, A1 and A2, and the normal formation of 25S and 5.8S rRNAs through the processing of pre-rRNAs at sites C1 and C2 (By similarity)
GL50803_15559	L	K11348	PHD finger protein
GL50803_12046	Z		sperm flagellar 1
GL50803_113480	U		Uso1 / p115 like vesicle tethering protein, head region
GL50803_16156	M		Ankyrin Repeat Protein
GL50803_16157	S	K18407	Inherit from NOG: tudor domain containing 5
GL50803_27310	S	K09553	tetratricopeptide repeat domain
GL50803_13800	S		Ankyrin Repeat
GL50803_16158	O		proprotein convertase subtilisin kexin type
GL50803_16160	O		cathepsin
GL50803_3531	S		WD repeatcontaining protein
GL50803_d101765	S		VSP with INR
GL50803_101765	S		VSP with INR
GL50803_112112	S		Inherit from euNOG: Conserved hypothetical protein
GL50803_104150	T	K06631,K08861	Polo-like kinase
GL50803_17090			
GL50803_17091	J	K03681	Exosome complex
GL50803_8496	Z	K04392	ras homolog family member
GL50803_8497	S	K07915,K07976	member RAS oncogene family
GL50803_37353	E	K18696	Ankyrin Repeat
GL50803_3593	C		alcohol dehydrogenase
GL50803_3594	S		Domain of unknown function (DUF3342)
GL50803_3595	L	K10773,K13123	Endonuclease
GL50803_112103	E		Amidinotransferase
GL50803_17096	S		Ankyrin repeat protein
GL50803_17097	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_4708	S		filamin A interacting protein 1-like
GL50803_86593	U	K18953	Beige/BEACH domain
GL50803_13608	C		synthetase
GL50803_4357	V		Dual specificity protein phosphatase
GL50803_4355	S		Inherit from COG: ngg1p interacting factor 3 protein, nif3
GL50803_86600	O	K01265	Removes the N-terminal methionine from nascent proteins (By similarity)
GL50803_10885	G	K01196	Glycogen debranching enzyme
GL50803_10879	S		IQ motif and ubiquitin domain containing
GL50803_16924	O	K02730	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)
GL50803_10875	S		chromosome 6 open reading frame 165
GL50803_10870	J	K01876	Aspartyl-tRNA synthetase
GL50803_112079	Z	K07374	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)
GL50803_16920	S	K14820	WD repeatcontaining protein
GL50803_9307	M	K18584	Ankyrin Repeat Protein
GL50803_112076	D	K02214	cell division cycle 7 homolog (S. cerevisiae)
GL50803_9327	T		ankyrin repeat
GL50803_14926	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_50317	S		VSP with INR
GL50803_114674	S		VSP with INR
GL50803_96399	Z	K16803	CLASP N terminal
GL50803_10238	S	K01727	hyaluronate lyase
GL50803_15148	O	K09523,K09527	DnaJ (Hsp40) homolog, subfamily C, member 3
GL50803_10231	O	K09498	t-complex protein 1 subunit
GL50803_115245	S	K12768	LPXTG-motif cell wall anchor domain protein
GL50803_13825	Z		Kinesin family member
GL50803_6616	A		Pre-mRNA-splicing factor ATP-dependent RNA helicase
GL50803_14256	B	K11251	histone h2a
GL50803_115239	J	K03243	Translation Initiation Factor
GL50803_100906	Z	K10408,K10413,K10414	heavy chain
GL50803_16986	T		serine threonine-protein kinase
GL50803_12174	S	K07542	Phosphatidylinositol glycan anchor biosynthesis class V
GL50803_135003	B	K11254	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling
GL50803_121517	B, K	K10645,K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_115787	B, K	K10645,K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_135002	B	K11254	Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling
GL50803_12164	A	K11088	small nuclear ribonucleoprotein
GL50803_12162	J	K01889	phenylalanyl-trna synthetase alpha
GL50803_12157	U	K07877,K19372	Ras-related protein
GL50803_15591	S		Inherit from NOG: Viral A-type inclusion protein
GL50803_16985	S		Cell wall protein that participates directly in adhesive cell-cell interactions during yeast flocculation, a reversible, asexual and Ca(2 )-dependent process in which cells adhere to form aggregates (flocs) consisting of thousands of cells. The lectin- like protein sticks out of the cell wall of flocculent cells and selectively binds mannose residues in the cell walls of adjacent cells
GL50803_100887	J	K14589,K18081	FtsJ methyltransferase domain containing 2
GL50803_137613			
GL50803_41687	M		Ankyrin Repeat Protein
GL50803_101589			
GL50803_103058	J	K14589,K18081	FtsJ methyltransferase domain containing 2
GL50803_103059	Z	K10408,K10413,K10414	heavy chain
GL50803_33083	L	K08739	DNA mismatch repair protein
GL50803_112304	J	K03231	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)
GL50803_112305	S		VSP with INR
GL50803_16863	D	K13291,K14079	Zinc finger, CCHC domain containing
GL50803_14827	J	K02949	ribosomal protein S11
GL50803_39312	S	K14572,K15121	Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits (By similarity)
GL50803_16862	T	K08838	mitogen-activated protein kinase kinase kinase
GL50803_5604	U	K03626	Component of the nascent polypeptide-associated complex (NAC), a dynamic component of the ribosomal exit tunnel, protecting the emerging polypeptides from interaction with other cytoplasmic proteins to ensure appropriate nascent protein targeting. The NAC complex also promotes mitochondrial protein import by enhancing productive ribosome interactions with the outer mitochondrial membrane and blocks the inappropriate interaction of ribosomes translating non-secretory nascent polypeptides with translocation sites in the membrane of the endoplasmic reticulum. Egd-2 may also be involved in transcription regulation (By similarity)
GL50803_112312	J	K03231	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity)
GL50803_112135	O	K01359	proprotein convertase subtilisin kexin type
GL50803_9134			
GL50803_9133	Q	K05644	ATP-binding cassette sub-family A ABC1 member
GL50803_9130	K	K11423	SET domain containing 2
GL50803_16431	J	K02885	ribosomal protein L19
GL50803_8329	U	K12189	vacuolar protein sorting 25 homolog (S. cerevisiae)
GL50803_16430	S		conserved hypothetical protein
GL50803_8325	O		RING
GL50803_14681	T	K05661,K08857,K15502,K15503	NIMA-related kinase
GL50803_14679	E	K06653	Ankyrin Repeat
GL50803_16425	Z	K10398	kinesin family member 11
GL50803_11397	O	K09494	TCP-1/cpn60 chaperonin family
GL50803_15413	U		RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)
GL50803_15412	E	K09257	Ankyrin Repeat
GL50803_15411	S		forebrain astrocyte differentiation
GL50803_15410	E	K10324	Ankyrin Repeat
GL50803_15409	E	K10324	Ankyrin Repeat
GL50803_11390	S		forebrain astrocyte differentiation
GL50803_11389	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_11384	L	K02349,K19178	DNA polymerase
GL50803_480	J	K09022	Heat-responsive protein 12
GL50803_11380	S		Beta-glucosidase (SUN family)
GL50803_24452	S		Inherit from NOG: KH domain containing 3-like, subcortical maternal complex member
GL50803_93275	U		GCN1 general control of amino-acid synthesis 1-like 1 (Yeast)
GL50803_93278	U	K14290	exportin
GL50803_7261	T	K00889,K04575,K13712	phosphatidylinositol-4-phosphate 5-kinase
GL50803_7260	K	K00002,K00011,K00085,K17743	)-reductase
GL50803_7259	I	K00995	cardiolipin synthase
GL50803_14404	T		PHOsphatase
GL50803_14403	I	K13506	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)
GL50803_50332			
GL50803_90872	G	K00927	phosphoglycerate kinase
GL50803_16707	S	K19684	cell projection organization
GL50803_11486	O	K01537,K02727	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)
GL50803_11487			
GL50803_11493	S		Ankyrin Repeat
GL50803_11495	O	K17255	GDP dissociation inhibitor
GL50803_11499	S		Ankyrin Repeat
GL50803_16709	T	K19671	WD repeat domain 19
GL50803_d11521	S		regulation of RNA biosynthetic process
GL50803_11521	S		regulation of RNA biosynthetic process
GL50803_1713	E	K09257	Ankyrin Repeat
GL50803_101919	S	K07199	Protein kinase, AMP-activated, beta
GL50803_61270	U	K14000	ribosome binding protein 1 homolog 180kDa (dog)
GL50803_17030	O	K01489,K04082	HscB iron-sulfur cluster co-chaperone homolog (E. coli)
GL50803_4883	T		rho guanine nucleotide exchange factor
GL50803_8639	Z	K04648,K10392,K11498	kinesin K39
GL50803_8638	O	K10578,K14965	ubiquitin-conjugating enzyme
GL50803_221691	B	K11420	Histone-lysine N-methyltransferase
GL50803_14748	S		p25-alpha
GL50803_24712	T		whole genome shotgun sequence
GL50803_103887	K	K03685	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Also processes some mRNAs, and tRNAs when they are encoded in the rRNA operon (By similarity)
GL50803_17036	B	K11426	Set and mynd domain containing
GL50803_103891	O	K04077	heat shock protein
GL50803_27266	C	K02259	Ferredoxin
GL50803_114210	S		von Willebrand factor D and EGF
GL50803_4197	I, T		phosphatidylinositol transfer protein
GL50803_16202	U		importin subunit alpha
GL50803_4192	U	K07943	ADP-ribosylation factor-like
GL50803_4191	T	K17544	Cyclin-dependent kinase-like
GL50803_101832	U		High cysteine membrane protein Group 1
GL50803_16200	T	K06944	GTP-Binding protein
GL50803_16199	S		Inherit from NOG: Family with sequence similarity 184, member A
GL50803_114218	Z	K10389	Tubulin is the major constituent of microtubules. Gamma tubulin is found at microtubule organizing centers (MTOC) such as the spindle poles or the centrosome (By similarity)
GL50803_d117204	S		regulation of RNA biosynthetic process
GL50803_117204	S		regulation of RNA biosynthetic process
GL50803_10976	E		ATP GTP binding
GL50803_42328	T	K08863,K14242	NIMA-related kinase
GL50803_15324	D	K03593	Component of the cytosolic iron-sulfur (Fe S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The NBP35-CFD1 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins
GL50803_10969	D	K03593	Component of the cytosolic iron-sulfur (Fe S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The NBP35-CFD1 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins
GL50803_24662	E		Serine dehydratase alpha chain
GL50803_13603	C	K02150	)-ATPase subunit
GL50803_8524	O	K00413,K01810	thyroid hormone receptor interactor 13
GL50803_8523	E	K14997	transmembrane amino acid transporter protein
GL50803_8518	K	K03000	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)
GL50803_95269	U		trafficking protein particle complex
GL50803_8513	S	K06883	GPN-loop GTPase 3
GL50803_8512			
GL50803_8508	S	K16781	Tetratricopeptide repeat domain 8
GL50803_8505	S		TM2 domain
GL50803_16456	Z	K10394	Kinesin family member
GL50803_16454	S		basal body component
GL50803_16453	H	K00926	carbamate kinase
GL50803_3147	E	K09257	Ankyrin Repeat
GL50803_113416	O	K07762,K08647	whole genome shotgun sequence
GL50803_87056	K		Dopey, N-terminal
GL50803_87058	C	K02148	V-ATPase subunit C
GL50803_8928	M		Ankyrin Repeat Protein
GL50803_8929	S	K07053	POLIIIAc
GL50803_16877		K14821	
GL50803_16879	T	K14242	Neurofibromin 1
GL50803_8942	S		chromosome 11 open reading frame 70
GL50803_8944	U	K07935	RAB, member RAS oncogene family-like 5
GL50803_16880	G		Major Facilitator Superfamily
GL50803_8949	E	K14242	Ankyrin Repeat
GL50803_41186	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_14737	S		Inherit from NOG: basal body component
GL50803_8587	T	K00924,K08282,K08286	serine threonine-protein kinase
GL50803_8589	I		SAC1 suppressor of actin mutations 1-like (yeast)
GL50803_16882	S	K05038,K11768,K14797	K14797 essential nuclear protein 1
GL50803_8592	S		tubulin tyrosine ligase-like family, member 4
GL50803_8595	S		small proline-rich protein 3
GL50803_95847	B, K	K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_17294	S	K08272	Calcium binding protein
GL50803_15292	S	K12386	PQ loop repeat protein
GL50803_113439	S		VSP with INR
GL50803_10810	A	K14823	rRNA-processing protein EBP2
GL50803_10801	S	K10736,K16608	Tubulin tyrosine ligase-like family, member
GL50803_17296	G		Major facilitator superfamily
GL50803_113450	S		VSP with INR
GL50803_17299	T	K15503	ankyrin repeat
GL50803_3950			
GL50803_13500	O	K09500	t-complex protein 1
GL50803_113456	T	K08333	phosphoinositide-3-kinase, regulatory subunit 4
GL50803_2750	S	K14773	UTP23, small subunit (SSU) processome component, homolog (yeast)
GL50803_2753	I	K07252	dolichyl pyrophosphate phosphatase 1
GL50803_92246	P	K01537,K14950	Cation-transporting atpase
GL50803_14997			
GL50803_9605			
GL50803_9611	S		Fcf2 pre-rRNA processing
GL50803_15000	K	K03142	Suppressor of stem-loop protein 1
GL50803_17304	U	K02987,K11824,K14775	Adaptor-related protein complex 2, alpha
GL50803_9618	S		leucine Rich Repeat
GL50803_92223	Q		ATP-binding cassette sub-family A ABC1 member
GL50803_9620	S		basal body component
GL50803_17305	G		Major Facilitator Superfamily
GL50803_50345			
GL50803_5568			
GL50803_5567	S		Leucine-rich repeat protein
GL50803_15953	B, K	K08863,K15503	ankyrin repeat, family A (RFXANK-like), 2
GL50803_101594	J, K	K14832	CCAAT enhancer binding protein (C EBP), zeta
GL50803_8789	I		acyl-CoA-binding domain-containing protein
GL50803_8794	J	K11128	Required for ribosome biogenesis. Part of a complex which catalyzes pseudouridylation of rRNA. This involves the isomerization of uridine such that the ribose is subsequently attached to C5, instead of the normal N1. Pseudouridine ( psi ) residues may serve to stabilize the conformation of rRNAs
GL50803_16217	G	K00972	pyrophosphorylase
GL50803_28635	S		Chitin binding Peritrophin-A domain
GL50803_8803	E	K10645	Ankyrin Repeat
GL50803_8805	A		RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
GL50803_23015	O	K00654	Serine palmitoyl-transferase
GL50803_23017	Y		SRP40, C-terminal domain
GL50803_101011	S	K10144,K16276	ring finger and CHY zinc finger
GL50803_21342			
GL50803_2400	A		processing of precursor 4, ribonuclease P MRP subunit (S. cerevisiae)
GL50803_13000	C	K02146	ATPase, H transporting, lysosomal 38kDa, V0 subunit
GL50803_114307	T	K08857,K14242	Neurofibromin 1
GL50803_16273	S		WD domain, G-beta repeat
GL50803_16272	T	K05661,K08857,K15502,K15503	NIMA-related kinase
GL50803_87817	S	K19674	WD repeat domain 35
GL50803_16269	H	K00953	FAD1 flavin adenine dinucleotide synthetase homolog (S. cerevisiae)
GL50803_5800	S		START domain
GL50803_5806		K18626	
GL50803_16605	Q	K05641	ATP-binding cassette sub-family A ABC1 member
GL50803_9834	L	K01142,K10771	Dna-(Apurinic or apyrimidinic site)
GL50803_9829	I	K00999	cdp-diacylglycerol--inositol 3-phosphatidyltransferase
GL50803_9827	O	K00384	thioredoxin reductase
GL50803_9825	L	K04499	DNA helicase which participates in several chromatin remodeling complexes, including the SWR1 and the INO80 complexes. The SWR1 complex mediates the ATP-dependent exchange of histone H2A for the H2A variant HZT1 leading to transcriptional regulation of selected genes by chromatin remodeling. The INO80 complex remodels chromatin by shifting nucleosomes and is involved in DNA repair. Also involved in pre-rRNA processing (By similarity)
GL50803_9824	O	K02738,K02741	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)
GL50803_21366	S		forebrain astrocyte differentiation
GL50803_18470	C	K02154	ATPase, H transporting, lysosomal V0 subunit
GL50803_12820	Q		ATP-binding cassette sub-family A ABC1 member
GL50803_15930	A	K13117	ATPdependent RNA helicase
GL50803_27717	S	K05635	Laminin, alpha
GL50803_6072	S		to trefoil factor
GL50803_16887	A	K13179	atp-dependent rna helicase
GL50803_16889	M	K15502,K15503	Ankyrin Repeat Protein
GL50803_16891	S		Chromosome 21 open reading frame 2
GL50803_7962	O	K02725,K13141	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)
GL50803_7966	S		NACHT, LRR and PYD domains-containing protein
GL50803_91451	T	K05661,K08857,K15503	NIMA-related kinase
GL50803_37452			
GL50803_101010			
GL50803_16893	S	K10317	Kelch domain containing
GL50803_2098	L	K12614	atp-dependent rna helicase
GL50803_22454	T	K12493	ADP-ribosylation factor GTPase activating protein
GL50803_4245	S		spindle-pole body protein
GL50803_4246	O	K14292	trimethylguanosine synthase
GL50803_4248	J	K07561	diphthamide biosynthesis protein
GL50803_3331	C	K00024,K00025,K00051	Malate dehydrogenase
